code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
09324,형지엘리트,5.19,26.93,,,967640.65,117990013.53,57784744.16,1,1,,,1,,AG3,재무정보 미제공
09332,케이아이엔엑스,35.99,19.37,1.26,73.17,708066.49,251405435.65,67546023,1,1,1,1,1,0,AG2,
09337,후성,14.92,36.21,3.56,15.32,3979369.25,408994876.26,311338006.29,1,1,1,1,1,0,AG2,
09338,풍강,11.17,6.99,1.11,88.31,16722.11,73616012.45,6698194.9,1,1,1,1,1,0,AG2,
09352,매커스,16.64,9.67,0.84,87.43,3287963.23,117664788.28,24124563,1,1,1,1,1,0,AG2,
09364,케이알엠,-92.21,30.48,-3.9,-35.1,567788.61,69225085.33,31111003.94,0,1,1,0,1,2,AG2,
09392,서원인텍,5.7,6.45,2.15,79.84,128979.82,214247280.22,16050900,1,1,1,1,1,0,AG2,
09417,동운아나텍,-3.79,15.81,4.63,65.17,2631248.52,66786896.87,17962488,0,1,1,1,1,1,AG2,
09428,효성ITX,8.33,18.57,0.77,146.52,545205.28,74061647.87,36684968.82,1,1,1,1,1,0,AG2,
09436,칩스앤미디어,12.76,12.37,1.45,149.76,225802.07,83887153.48,13042166.68,1,1,1,1,1,0,AG2,
09448,갤럭시아머니트리,14.79,33.95,7.13,7.57,1737727,118920005.57,147204111.71,1,1,1,0,1,1,AG2,
09482,일진파워,14.08,25.59,2.32,41.41,1302416.85,154971333.05,83150163.18,1,1,1,1,1,0,AG2,
09484,슈프리마에이치큐,14.9,0.01,0.01,61548.31,2553853.57,244292623.73,36305,1,1,1,1,1,0,AG2,
09485,참좋은여행,8.44,1.07,0.14,280.04,21247.21,100319784.11,1788326.37,1,1,1,1,1,0,AG2,
09486,네오리진,-6.79,16.8,-3.59,-53.69,214969.12,32292113.31,7464924,0,1,1,0,1,2,AG2,
09494,푸른로보틱스,-3.47,9.25,4.73,11.91,968772.44,35960164.56,4228407,0,1,1,1,1,1,AG2,
09497,제이엠티,10.96,4.16,0.36,429.86,196609.59,193987904.71,11337887.13,1,1,1,1,1,0,AG2,
09519,신화프리텍,15.02,30.45,13.17,5.44,1018940.07,109820465.06,70457464,1,1,0,0,1,2,AG2,
09527,웨이브일렉트로,-2.28,14.01,12.72,37.44,269775.54,51910745.01,14597611.63,0,1,0,1,1,2,AG2,
09550,미래나노텍,10.16,32.88,6.62,15.17,6460260.44,377608681.05,228518742.48,1,1,1,1,1,0,AG2,
09557,AJ네트웍스,23,66.83,4.85,16.82,14186827,458916610,1201867794,1,0,1,1,1,1,AG2,
09561,테스,25.53,9.17,0.68,224.94,12835655.88,410034733.63,49375921.99,1,1,1,1,1,0,AG2,
09566,네오위즈,10.23,0.46,0.04,2063.95,5680561.32,560420429.17,3041096.43,1,1,1,1,1,0,AG2,
09570,제넥신,-1692.85,29.37,-3.54,-14.32,1857273.82,229656114.48,104298795.08,0,1,1,0,1,2,AG2,
09572,웅진씽크빅,5.8,39.82,5.22,18.55,3238142.29,246994908.61,285467461.35,1,1,1,1,1,0,AG2,
09591,에스에너지,-16.07,42.53,-9.12,-21.32,5109365.4,71041322.39,98603733.19,0,1,1,0,1,2,AG2,
09624,크레버스,15.12,23.86,1.51,52.65,933913.09,47989599.34,42461037.2,1,1,1,1,1,0,AG2,
09625,와이즈넛,-16.23,0.63,0.13,1877.95,124834.2,65609397.81,463494.13,0,1,1,1,1,1,AG2,
09635,대창솔루션,9.39,50.04,18.55,-4.75,649416.18,37024131.74,73632722.44,1,0,0,0,1,3,AG3,score
09653,씨젠,31.07,10.29,1.15,91.05,4342984.12,1023380557.74,129203981.96,1,1,1,1,1,0,AG2,
09661,알에프세미,7.32,8.73,1.32,74.93,80230,15847370.34,1966181.01,1,1,1,1,1,0,AG2,
09663,에스코넥,4.64,23.73,2.11,53.81,463657.56,89129715.16,37527329.93,0,1,1,1,1,1,AG2,
09669,에이루트,-12.95,33.58,-11.61,-20.1,785064.23,102289725.59,62396089.95,0,1,1,0,1,2,AG2,
09676,JW홀딩스,25.78,28.95,1.65,42.92,7881211.7,605848046.61,366499174.75,1,1,1,1,1,0,AG2,
09677,SK이노베이션,11.8,37.38,7.85,-2.59,4290594995,38110038132,41158795296,1,1,1,0,1,1,AG2,
09687,엘디티,-19.18,0.28,0.09,5056.86,867.15,20037101.84,63351.99,0,1,1,1,1,1,AG2,
09723,HJ중공업,5.91,19.34,4.11,19.75,14893000,693951000,474009000,1,1,1,1,1,0,AG2,
09752,엠씨넥스,8.13,6.2,0.41,276.58,237435.51,393630573.05,37590263.8,1,1,1,1,1,0,AG2,
09778,에코볼트,0.39,1.18,0.36,-349.73,721295.14,212187523.48,2768208,0,1,1,0,1,2,AG2,
09780,윈팩,-9.27,40.94,16.96,2.28,857212.24,60732375.08,51502371.65,0,1,0,0,1,3,AG3,score
09787,효성오앤비,32.81,9.11,1.91,21.08,1122303.37,80765405.83,8507824.77,1,1,1,1,1,0,AG2,
09795,CJ제일제당,8.9,40.12,4.5,10.51,244579650,12027234989,12447573952,1,1,1,1,1,0,AG2,
09807,한텍,16.24,0.92,0.05,151.35,109822.54,166309854.31,2079125.25,1,1,1,1,1,0,AG2,
09812,마이크로컨텍솔,21.49,3.01,0.16,793.63,18419.41,86028492.5,3135107.64,1,1,1,1,1,0,AG2,
09846,고영,18.49,3.6,0.41,232.88,179841.39,343890711.48,15700224,1,1,1,1,1,0,AG2,
09866,에스티오,6.37,53.12,7.45,4.71,650281.54,21169972.92,39384518.63,1,0,1,0,1,2,AG2,
09919,아이센스,7.12,28.86,7.39,5.93,2124153.78,356486849.15,170564913.16,1,1,1,0,1,1,AG2,
09922,SDN,3.75,35.33,14.18,-0.67,1021111.81,74841964.07,54822260.03,0,1,0,0,1,3,AG3,score
09932,쎄트렉아이,4.87,6.05,1.45,117.94,529072.69,234329606.46,22404172.98,0,1,1,1,1,1,AG2,
09939,브레인즈컴퍼니,-26.27,2.02,0.34,502.8,516028.42,53152430.47,1181530.66,0,1,1,1,1,1,AG2,
09941,동방선기,20.85,16.99,0.97,88.65,113274.22,51311134.72,11573970.15,1,1,1,1,1,0,AG2,
09943,바이오플러스,25.87,21.53,3.55,39.52,385932.53,199018789.42,64047525.03,1,1,1,1,1,0,AG2,
09944,스맥,-12.93,58.37,-8.17,-17.23,1869301.49,94255393.44,179411582.4,0,0,1,0,1,3,AG3,score
09952,DGI,-5.35,4.36,-0.93,-133.73,17182.58,22683536.83,1219621.17,0,1,1,0,1,2,AG2,
09975,이지케어텍,6.89,2.47,0.36,196.66,98828.18,41849114.11,1400358,1,1,1,1,1,0,AG2,
10003,인지소프트,25.7,2.84,0.63,2343.18,4289329,79736567.84,2632991.95,1,1,1,1,1,0,AG2,
10009,SK오션플랜트,11.9,17.48,2.46,25.87,12474262.49,824411925.28,202015994.62,1,1,1,1,1,0,AG2,
10012,뷰웍스,19,20.07,1.95,49.22,1908760.09,242734599,71596829.81,1,1,1,1,1,0,AG2,
10022,비상교육,36.69,31.19,2.62,26.54,1173039.55,222844645.4,130531996,1,1,1,1,1,0,AG2,
10025,진양홀딩스,7.42,20.05,8.23,37.81,5630383.9,471239387.97,151580914.75,1,1,1,1,1,0,AG2,
10059,머큐리,-1.83,9.9,5.85,28.42,829590,143457391.28,18391164.03,0,1,1,1,1,1,AG2,
10066,서암기계공업,3.22,5.98,,,13920.55,68421411.52,4926408.7,0,1,,,1,,AG3,재무정보 미제공
10070,세운메디칼,27.3,0.49,0.05,1802.71,7279.24,156242116.66,816550,1,1,1,1,1,0,AG2,
10079,미래에셋벤처투자,28.58,0.74,0.15,495.7,,389621245.3,8000000,1,1,1,1,,,AG3,재무정보 미제공
10084,SNT에너지,19.61,0.51,0.02,3198.22,3232142.18,387543687.85,3055030,1,1,1,1,1,0,AG2,
10100,KS인더스트리,-2.5,25.38,-14.4,-21.54,530727.27,41981273.05,19886414.35,0,1,1,0,1,2,AG2,
10114,인바이오젠,-124.35,2.77,-1.1,-722.93,47367.77,142975458.8,4108425.28,0,1,1,0,1,2,AG2,
10116,월덱스,26.28,9.36,0.58,138.55,405923.03,364087697.53,42714418.32,1,1,1,1,1,0,AG2,
10117,우림피티에스,5.25,0.04,0.01,4756.39,56246.46,82923622.46,40416,1,1,1,1,1,0,AG2,
10124,씨큐브,24.18,12.31,1.27,70.4,395219.12,112022799.31,17084293,1,1,1,1,1,0,AG2,
10133,모베이스,7.33,22.26,2.56,32.61,7131693.29,487164316.3,249732842.15,1,1,1,1,1,0,AG2,
10136,에코앤드림,5.43,53.79,64.18,-1.41,835001.24,213275744.19,272212288.39,1,0,0,0,1,3,AG3,score
10139,아이엠,-1.4,41.64,107.07,7.58,355711.08,8441180.01,24342821.53,0,1,0,0,1,3,AG3,score
10140,엔시트론,-8.8,5.64,-0.71,-10.16,205793.28,35947119.22,2488462.39,0,1,1,0,1,2,AG2,
10149,에스앤에스텍,24.71,8.71,0.54,283.12,652254.56,322298646.09,35355733.99,1,1,1,1,1,0,AG2,
10153,해태제과식품,11.72,30.06,2.99,24.88,2298007.42,309580931.54,213012740.58,1,1,1,1,1,0,AG2,
10167,하이드로리튬,-281.49,10.11,-0.56,,182247.95,28739797.56,8052677.79,0,1,1,,1,,AG3,재무정보 미제공
10168,한국정밀기계,-29.75,17.66,-2.42,-53.08,173836.59,32705597.62,13800000,0,1,1,0,1,2,AG2,
10173,위메이드맥스,-20.56,11.77,-2.36,-24.53,1266490.05,451835919.45,65255437.95,0,1,1,0,1,2,AG2,
10193,인화정공,19.92,13.75,2.89,44.1,485716.27,341275509.25,62202781.38,1,1,1,1,1,0,AG2,
10197,우양에이치씨,14.33,10.33,3.94,3.58,1111054.39,189200112.53,25515454.81,1,1,1,0,1,1,AG2,
10212,어보브반도체,12.59,32.59,3.25,20.67,1868471.44,155740323.54,92233131.18,1,1,1,1,1,0,AG2,
10226,동성케미컬,12.08,17.26,1.31,68.1,3661984,660960325.05,200559493.92,1,1,1,1,1,0,AG2,
10237,케이옥션,3.9,39.64,-40.1,-4.88,1282321.6,104892908.48,77566214.71,0,1,1,0,1,2,AG2,
10246,이연제약,3.43,48.24,-88.14,-4.11,3727230.79,209583874.42,219172545,0,1,1,0,1,2,AG2,
10271,이엔에프테크놀로지,23.26,27.79,1.57,47.19,3627502.13,476811039.11,214900105,1,1,1,1,1,0,AG2,
10294,코오롱생명과학,11.02,9.7,3.66,37.31,1481109.05,784131020.7,111384483.65,1,1,1,1,1,0,AG2,
10314,풍산,9.08,23.95,2.76,26.74,23879534.41,2347791134.2,1137131641.09,1,1,1,1,1,0,AG2,
10323,에스앤더블류,6,18.21,5.34,25.68,62911.57,53602954.02,15777032,1,1,1,1,1,0,AG2,
10359,일진전기,10.96,13.88,1.23,75.5,24142128,603094009,227681833,1,1,1,1,1,0,AG2,
10384,우양,6.44,45.61,5.73,13.67,956130.7,46334924.67,70710245.51,1,1,1,1,1,0,AG2,
10404,디에스엠,-13.13,46.53,,,852736.85,110941201.08,123919193.25,0,1,,,1,,AG3,재무정보 미제공
10420,NHN벅스,8.73,2.96,0.64,-99.83,17660.55,51152167.61,1961350.8,1,1,1,0,1,1,AG2,
10446,디와이피엔에프,7.03,15.52,1.65,48.77,464641.49,147020292.27,37446834,1,1,1,1,1,0,AG2,
10448,티케이케미칼,5.83,7.13,9.51,37.61,1941590.96,1278492347.2,110169889.11,1,1,1,1,1,0,AG2,
10454,코렌텍,8.87,19.64,2.23,24.54,408602.94,90376554.54,31487573.67,1,1,1,1,1,0,AG2,
10462,노랑풍선,10.42,21.49,3.66,8.4,313235.26,42450708.13,26633336.91,1,1,1,0,1,1,AG2,
10470,한국철강,-10,0.01,0,-274.31,1602.62,744674821.82,81472,0,1,1,0,1,2,AG2,
10483,원익머트리얼즈,27.22,12.27,0.87,120.65,397367.75,534615835.62,81744164.74,1,1,1,1,1,0,AG2,
10533,케이엔더블유,3.47,46.94,37.32,0.7,1303122.75,120415825.81,131190798.94,0,1,0,0,1,3,AG3,score
10555,엣지파운드리,-36.05,19.59,-2.99,24.73,1073425.15,129136782.52,35267481,0,1,1,1,1,1,AG2,
10556,KB금융,9.61,16.52,13.9,5.29,,61140136000,137056576000,1,1,0,0,,,AG3,재무정보 미제공
10563,한세실업,5.03,41.47,5.3,15.26,7930158.98,721841243.71,654214199.76,1,1,1,1,1,0,AG2,
10574,디케이락,3.83,22.02,3.78,24.95,481822.18,135315403.87,52396174.49,0,1,1,1,1,1,AG2,
10576,포스뱅크,9.57,12.4,1.9,65.28,333494.05,81219842.83,13425444.79,1,1,1,1,1,0,AG2,
10584,우진,15.87,3.79,0.5,262,474634.06,241620041.88,11620306.19,1,1,1,1,1,0,AG2,
10608,케이이엠텍,-397.63,31.42,-1.64,-103.56,1069770.15,26590413.59,17077502.51,0,1,1,0,1,2,AG2,
10619,하이텍팜,2.1,0.02,0,361.95,311.97,128809516.99,27128,0,1,1,1,1,1,AG2,
10624,파인테크닉스,-8.44,26.55,-6.6,-50.3,627134.93,79148024.35,34587045.4,0,1,1,0,1,2,AG2,
10652,노블엠앤비,-58.44,28.74,-3.42,-5.34,14628.92,1836732.43,5448214.76,0,1,1,0,1,2,AG2,
10759,미원홀딩스,9.12,16.06,2.69,45.17,1103865.08,342075297.75,90956063.78,1,1,1,1,1,0,AG2,
10760,새빗켐,3.64,42.14,-9.24,-32.93,376300.15,45227001.26,35940383.7,0,1,1,0,1,2,AG2,
10764,한중엔시에스,5.94,38.22,8.1,17.47,1321740.6,103560791.48,100866831,1,1,1,1,1,0,AG2,
10823,톱텍,21.43,10,7.16,-6.76,1263647.48,395579476.72,55514319.84,1,1,1,0,1,1,AG2,
10832,LX세미콘,7.8,2.53,0.35,218.73,12178024.78,1113772832.17,38042905.75,1,1,1,1,1,0,AG2,
10838,대양전기공업,15.17,0.1,0.01,13350.29,396698.4,274614320.43,332209.17,1,1,1,1,1,0,AG2,
10849,로보티즈,-94.27,0.06,-0.03,-2934.36,1096275.66,357534544.66,224045.36,0,1,1,0,1,2,AG2,
10867,LX하우시스,9.88,36.22,4.19,16.39,10326000,873799000,859188000,1,1,1,1,1,0,AG2,
10886,셀바스AI,5.66,5.68,1.98,37.15,1173757.84,264119396.52,17683453.19,1,1,1,1,1,0,AG2,
10907,주성코퍼레이션,-0.47,12.15,1.92,56.26,256728.73,30214730.93,5166111.37,0,1,1,1,1,1,AG2,
10908,옵티시스,21.61,5.1,0.7,169.83,501637.81,60065229.61,3433407.55,1,1,1,1,1,0,AG2,
10961,에스와이,1.32,33.86,26.6,-2.41,1788096.11,242418870.96,168798924.03,0,1,0,0,1,3,AG3,score
10967,씨싸이트,-1.22,23.92,8.98,9.35,2385496.52,53829197.7,24355820.56,0,1,1,0,1,2,AG2,
10974,디에스케이,-95.6,16.12,-1.27,-73.19,261676.91,112878242.38,23606064,0,1,1,0,1,2,AG2,
10982,진매트릭스,-7.97,13.74,-19.97,-20.04,190842.04,17249997.8,3714154,0,1,1,0,1,2,AG2,
10986,동일금속,8.64,6.5,1.77,76.54,1929327.97,155445472.72,12000000,1,1,1,1,1,0,AG2,
10996,앱토크롬,-18.82,1.97,-2.34,-116.81,4299041.49,303450452.3,6244603.39,0,1,1,0,1,2,AG2,
11002,전진바이오팜,-2.19,0,,733.65,6170.83,17237168.55,,0,1,,1,1,,AG3,재무정보 미제공
11079,크리스에프앤씨,-3.57,40.34,27.69,-3.04,5591237.96,398555702.41,319668343,0,1,0,0,1,3,AG3,score
11099,디아이티,34.57,0.16,0.01,790.65,154091.56,244470912.28,458777.51,1,1,1,1,1,0,AG2,
11111,호전실업,1.59,49.33,7.6,9.8,2236459.89,186325957.97,225156541.66,0,1,1,0,1,2,AG2,
11138,동인기연,13.73,35.29,3.32,21.65,2530215.6,157764661.78,109610943,1,1,1,1,1,0,AG2,
11171,남화산업,-10.71,0,,,8534.63,184540330.43,,0,1,,,1,,AG3,재무정보 미제공
11177,영원무역,16.66,9.81,0.89,116.42,7366653.34,4314906724.83,594735627.68,1,1,1,1,1,0,AG2,
11204,위메이드,12.15,11.38,2.7,28.39,7004203.08,799630658.11,201445252,1,1,1,1,1,0,AG2,
11229,와이씨켐,12.39,49.11,11.91,16.79,1476486.81,49699217.09,79244240.64,1,1,0,1,1,1,AG2,
11261,씨에스윈드,15.07,36.04,2.89,11.04,37044022.02,1256884294.52,1236640217.95,1,1,1,1,1,0,AG2,
11381,디젠스,8,23.57,6.44,15.36,208907.82,25734275.73,15344996.27,1,1,1,1,1,0,AG2,
11409,GKL,23.95,7.14,0.55,158.93,600668.44,434399628.72,45779585.9,1,1,1,1,1,0,AG2,
11419,강원에너지,0.3,31.7,-12.71,-6.9,7518309.61,62932602.73,52223537.65,0,1,1,0,1,2,AG2,
11445,그린생명과학,4.87,9.38,1.92,71.51,244197.22,40042575.57,5255755.68,0,1,1,1,1,1,AG2,
11463,폴라리스우노,10.53,9.65,1.47,59.36,140997.33,127521713.58,14707010.19,1,1,1,1,1,0,AG2,
11481,한솔아이원스,19.5,5.12,0.34,189.5,,215394718.76,12911539.84,1,1,1,1,,,AG3,재무정보 미제공
11484,아이패밀리에스씨,7.98,7.93,0.45,176.61,96879.79,105520581.35,11732892.11,1,1,1,1,1,0,AG2,
11516,휴맥스,5.66,21.77,-10.22,-12.36,9607704.43,130737560.01,106755237.55,1,1,1,0,1,1,AG2,
11518,큐리언트,-380.59,23.84,-0.44,-463.81,528218.59,32824175.54,13042778.41,0,1,1,0,1,2,AG2,
11531,인포바인,27.89,1.75,0.25,356.26,18119.4,93881161.94,1807727,1,1,1,1,1,0,AG2,
11544,우리넷,-27.73,16.77,25.65,12.49,185963.73,98725087.62,22851985.49,0,1,0,1,1,2,AG2,
11545,HLB테라퓨틱스,-20.05,17.58,-22.92,-16.44,604500.66,176017744.03,40323371,0,1,1,0,1,2,AG2,
11548,씨유메디칼,22.61,34.92,3.01,15.47,495813.12,73790206.56,46942956,1,1,1,1,1,0,AG2,
11550,케이씨에스,6.17,0.29,0.03,1803.56,138909,17878689.85,73970.07,1,1,1,1,1,0,AG2,
11553,씨엔플러스,-1.47,44.08,11.66,-2.19,473060.93,7263582.1,24092877,0,1,0,0,1,3,AG3,score
11557,스타플렉스,8.83,15.73,1.55,57.76,147813.92,73874838.44,15668844.02,1,1,1,1,1,0,AG2,
11561,이미지스,-13.54,0.61,-0.07,-98.03,2964.24,10385274.81,89828.12,0,1,1,0,1,2,AG2,
11758,대성에너지,8.31,9.91,1.37,63.87,859752.13,358222605.78,78212237.22,1,1,1,1,1,0,AG2,
11767,알파칩스,-0.46,1.78,3.7,21.6,121877.91,42334675.46,1025937.58,0,1,1,1,1,1,AG2,
11773,티로보틱스,-23.6,20.5,-1.91,-122.99,1170951.55,55859201.41,21543504.64,0,1,1,0,1,2,AG2,
11800,메타케어,13.75,27.78,11.04,7.38,709237.6,121631938.72,52392931.29,1,1,0,0,1,2,AG2,
11899,모트렉스,10.74,38.6,5.57,10.43,15088133.18,316007722.69,359626227.49,1,1,1,1,1,0,AG2,
11950,포메탈,6.78,2.54,0.33,177.42,16439.53,51126756.08,1599000,1,1,1,1,1,0,AG2,
11961,인터로조,28.48,22.22,1.67,59.18,1677470.14,153300587.02,56046098.3,1,1,1,1,1,0,AG2,
11965,KC코트렐,7.03,27.88,-9.37,5.23,4826958.99,59793196.41,58415618.17,1,1,1,0,1,1,AG2,
11983,아이텍,19.92,13.4,3.09,-10.18,9334850.21,188631677.53,34846487.02,1,1,1,0,1,1,AG2,
11985,지엔씨에너지,10.53,10,0.86,175.17,1248102.35,232702870.3,38157924,1,1,1,1,1,0,AG2,
12003,조선선재,15.27,0.46,0.08,1443.14,117474.41,167125844.46,808710.58,1,1,1,1,1,0,AG2,
12011,코오롱인더,10.1,32.83,6.56,13.95,27792572.1,4283796419.74,2632019961,1,1,1,1,1,0,AG2,
12024,대정화금,16.54,3.3,0.43,220.41,200294.28,183872596.47,7172024.2,1,1,1,1,1,0,AG2,
12144,골프존홀딩스,10.82,21.76,4.98,15.56,2588812.88,742091773.66,237669040.84,1,1,1,1,1,0,AG2,
12160,나노신소재,18.48,24.54,4.82,15.91,3839828.15,255818707.51,94747287.84,1,1,1,1,1,0,AG2,
12180,비덴트,-1.67,2.03,-3.14,-278.77,13771012.66,603999602.02,13419756,0,1,1,0,1,2,AG2,
12185,코이즈,2.44,50.16,-2.46,-64.76,172061.11,7390916.89,13548154.54,0,0,1,0,1,3,AG3,score
12189,에스디시스템,-29.18,0.29,0.12,1109.73,408.99,11239617.1,39735,0,1,1,1,1,1,AG2,
12231,제노레이,2.26,27.25,5.52,25.18,682924.17,82604578.96,37197639.59,0,1,1,1,1,1,AG2,
12235,삼기,6.49,59.79,7.71,10.09,4689941,160070959.41,414802439.26,1,0,1,1,1,1,AG2,
12245,KX,24.16,31.62,3.05,29.16,3465036.61,489366757.07,294402554.38,1,1,1,1,1,0,AG2,
12264,예스티,11.14,29.43,9.53,9.04,870747.2,139190582.43,71895041.15,1,1,1,0,1,1,AG2,
12269,서진오토모티브,5.59,47.92,8.83,6.85,19073031.66,432014484.77,1022107714.47,1,1,1,0,1,1,AG2,
12287,와이지엔터테인먼트,17.28,1.4,0.13,133.87,7950602.36,653734649.61,12159154.94,1,1,1,1,1,0,AG2,
12290,아이마켓코리아,2.68,12.98,3.6,34.48,1541170.71,422416805.17,185973028.15,0,1,1,1,1,1,AG2,
12299,와이솔,7.86,3.39,1.21,32.43,1318843.54,291671643.23,12006177.25,1,1,1,1,1,0,AG2,
12301,알엔티엑스,22.52,29.97,2.93,11,249381.05,27895923.34,14787542,1,1,1,1,1,0,AG2,
12304,엠에스오토텍,7.51,42.33,7.36,2.65,24206955.1,672936265.76,757558617.2,1,1,1,0,1,1,AG2,
12333,제닉,13.9,4.07,0.16,488.41,52498.22,44555519.2,2719788.05,1,1,1,1,1,0,AG2,
12341,코리아에프티,9.01,20.16,1.61,60.73,2225682.28,278022812.81,113740471.34,1,1,1,1,1,0,AG2,
12342,위메이드플레이,12.23,6.49,1.24,46.77,467456.16,283151090.56,21778274.22,1,1,1,1,1,0,AG2,
12357,이엠넷,5.44,0.53,0.4,535.67,91773.31,100307716.82,735245.38,1,1,1,1,1,0,AG2,
12369,한국화장품,11.23,8.61,2.12,52.24,77116.93,35966498.11,5201606.09,1,1,1,1,1,0,AG2,
12370,SJM,9.63,3.55,0.59,179.23,350252.14,247608318.28,10750070.83,1,1,1,1,1,0,AG2,
12375,알톤,-4.55,18.53,13.47,9.98,85403.73,21953150.9,6966279,0,1,0,0,1,3,AG3,score
12384,뉴온,-11.82,3.7,-0.49,-222.09,2479788.11,87082435.15,3648596,0,1,1,0,1,2,AG2,
12386,아나패스,10.21,6.53,0.39,87.13,83965.68,76290024.7,8355482,1,1,1,1,1,0,AG2,
12389,한국자산신탁,15.75,33.42,21,7.76,,1077185617.85,581507785,1,1,0,0,,,AG3,재무정보 미제공
12450,아이티센글로벌,3.02,14.48,0.67,113.26,67724418.22,583903722.79,240808847,0,1,1,1,1,1,AG2,
12456,태웅로직스,2.01,29.11,12.86,7.29,10561051.28,257986734.39,164509986.67,0,1,0,0,1,3,AG3,score
12502,티씨머티리얼즈,6.74,20.43,1.92,47.39,226008.53,82718171.14,26230089.42,1,1,1,1,1,0,AG2,
12521,아모그린텍,12.74,38.02,3.97,21.21,1596500.39,83772365.74,70801902,1,1,1,1,1,0,AG2,
12549,한라캐스트,10.16,33.86,4.3,21.01,970331.74,108566596.52,74852644.8,1,1,1,1,1,0,AG2,
12634,비나텍,4.33,46.51,8.9,5.96,2675262.75,125211201.11,139141368.67,0,1,1,0,1,2,AG2,
12656,현대퓨처넷,12.45,1.26,0.45,226.15,168578,810338338,10949546,1,1,1,1,1,0,AG2,
12660,BGF에코머티리얼즈,8.81,23.46,5.46,18.81,2415247.25,502256301.19,186935377.83,1,1,1,1,1,0,AG2,
12664,화신정공,11.69,6.67,0.53,169.78,302325.37,128948503.97,15835170.8,1,1,1,1,1,0,AG2,
12670,하이비젼시스템,-23.15,1.58,-0.15,-668.23,142603.93,271418040.93,5214384.8,0,1,1,0,1,2,AG2,
12672,수산인더스트리,19.73,5.69,0.68,188.64,455624.63,564865327.43,40103281.97,1,1,1,1,1,0,AG2,
12673,코칩,14.39,2.23,0.36,213.18,322401.07,57154631.56,1533016.57,1,1,1,1,1,0,AG2,
12688,제이엔케이글로벌,1.87,21.6,11.19,9.46,1844474.48,154204172.54,64284834.23,0,1,0,0,1,3,AG3,score
12712,제이에스링크,-203.43,30.47,-4.45,-40.93,1021302.44,89368911.23,43673097,0,1,1,0,1,2,AG2,
12771,아시아경제,-12.66,40.92,15.74,3.65,1157226.62,99338584.83,130164237.46,0,1,0,0,1,3,AG3,score
12798,화인써키트,6.01,29.91,15.24,11.12,220407.17,44245375.98,25374177.53,1,1,0,1,1,1,AG2,
12854,에코캡,-1.46,19.69,-15.01,18.49,415082,111673411.55,33387231.29,0,1,1,1,1,1,AG2,
12866,피제이메탈,8.5,47.98,4.19,14.28,719386.39,74322052.72,78399806.69,1,1,1,1,1,0,AG2,
12882,대성산업,7.57,44.04,12.95,-2.46,7449877.62,654479833.98,780060750,1,1,0,0,1,2,AG2,
12894,한미약품,19.94,18.79,1.19,65.7,3405365.13,1478778570.3,418363219,1,1,1,1,1,0,AG2,
12926,인터지스,3.53,20.56,3.84,20.19,1671378.57,297511492.45,107943632.38,0,1,1,1,1,1,AG2,
12989,앱코,5.24,33.83,19.47,,284917.61,56996292.69,35841240,1,1,0,,1,,AG3,재무정보 미제공
12992,대성하이텍,7.75,39.07,27.13,-17.84,39655010.96,46712716.46,84646862.21,1,1,0,0,0,3,AG3,score
13050,GH신소재,13.41,42.19,8.41,-1.01,1832069.11,97576326.93,84804742.14,1,1,1,0,1,1,AG2,
13058,나이스디앤비,11.09,3.04,0.21,364.18,51496.54,113600405.89,4133669.3,1,1,1,1,1,0,AG2,
13066,한전산업,7.22,15.56,3.05,26.81,435571.69,95194687.72,33810030.63,1,1,1,1,1,0,AG2,
13074,티피씨글로벌,1.99,14.25,13.51,184.63,727399.73,81145250.23,15737647.92,0,1,0,1,1,2,AG2,
13103,옵투스제약,18.2,0.7,0.09,1334.15,17686.03,176045436.62,1377865.98,1,1,1,1,1,0,AG2,
13109,시큐브,5.14,0.63,0.07,1345.53,4461.68,48745605.64,335613.96,1,1,1,1,1,0,AG2,
13110,티엔엔터테인먼트,5.84,3.53,0.35,43.32,540648.26,65061222.84,3010532.77,1,1,1,1,1,0,AG2,
13118,딜리,8.01,0.23,0.08,2468.04,3043.14,62500998.86,156770.11,1,1,1,1,1,0,AG2,
13122,대한과학,7.94,1.55,0.15,369.07,10749.08,56551443.12,1102385.82,1,1,1,1,1,0,AG2,
13129,티에스이,33.84,7.48,0.42,233.53,2015419.79,517133069.52,50675549.2,1,1,1,1,1,0,AG2,
13137,알서포트,0.04,2.49,0.62,67.75,268453.17,96137511.24,2718947.01,0,1,1,1,1,1,AG2,
13140,이브이첨단소재,10.02,6.83,9.38,-108.09,822009.86,102010366.07,8942603.66,1,1,1,0,1,1,AG2,
13176,파인텍,-19.39,50.56,-23.05,-12.55,1585126.84,26711610.18,39391977.82,0,0,1,0,1,3,AG3,score
13197,두산테스나,53.99,31.15,1.17,74.59,1726435,442868350,212246337,1,1,1,1,1,0,AG2,
13375,메가엠디,14.27,3.07,0.39,284.09,48790.93,66942459.64,2631473.28,1,1,1,1,1,0,AG2,
13382,화인베스틸,2.75,46.8,5.96,10.71,1383693.29,50972330.71,81617964.85,0,1,1,1,1,1,AG2,
