code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
31132,지오엘리먼트,18.32,9.87,0.96,93.52,67522.19,63063167.69,7886444.46,1,1,1,1,1,0,AG2,
31139,네오크레마,12.08,9.89,1.73,61.07,1315406.14,145809381.19,18259772.33,1,1,1,1,1,0,AG2,
31169,CJ 바이오사이언스,-566.5,16.3,-0.54,-194.54,172181.58,48111315.73,10612412.6,0,1,1,0,1,2,AG2,
31261,에이에프더블류,-30.34,23.64,-2.46,-49.4,128219.79,45041968.42,16041500,0,1,1,0,1,2,AG2,
31376,캐리,-97.92,43.29,-7.33,-40.56,1064790.74,20265364.6,24875991.57,0,1,1,0,1,2,AG2,
31413,지놈앤컴퍼니,-77.61,15.58,-1.22,-3.41,1548113.47,114228073.98,27170135.01,0,1,1,0,1,2,AG2,
31414,알피바이오,11.46,13.7,1.87,49.17,165138.45,109323842.33,22558776.36,1,1,1,1,1,0,AG2,
31493,바이오다인,-11.54,0.02,0.01,18828.13,76.85,44299203.71,8667.82,0,1,1,1,1,1,AG2,
31564,딥노이드,-1046.57,18.89,-0.69,-141.57,58686.64,24605898.35,6961224.5,0,1,1,0,1,2,AG2,
31614,우리금융지주,7.39,13.22,16.62,5.77,,39906308000,80990444000,1,1,0,0,,,AG3,재무정보 미제공
31712,라닉스,-97.33,36.18,-2.59,-45.41,256492.19,19529628.04,15096313.98,0,1,1,0,1,2,AG2,
31724,TS트릴리온,11.01,34.75,11.35,1.33,265944.81,32785382.11,23112743.87,1,1,0,0,1,2,AG2,
31733,덕산테코피아,-2.68,48.17,-25.67,-22.66,11516913.21,98641326.75,323512954,0,1,1,0,1,2,AG2,
31740,자이에스앤디,5.17,9.29,2.34,47.5,1186658.36,697514701.99,108681290,1,1,1,1,1,0,AG2,
31745,명인제약,38.29,0.15,,,171613.72,794477744.18,1290108.62,1,1,,,1,,AG3,재무정보 미제공
31753,에피소드컴퍼니,0.22,32.24,-9.38,-41.59,296316,30476732.49,20608527.53,0,1,1,0,1,2,AG2,
31769,퀀타매트릭스,-481.76,13.34,-0.47,-153.64,946302.59,35900675.99,6385126.37,0,1,1,0,1,2,AG2,
31783,에스피시스템스,-14.67,17.04,7.79,-14.74,161276.39,66222033.23,15912297.64,0,1,1,0,1,2,AG2,
31785,대모,11.6,16.84,3.04,36.97,263863.75,48800604.5,11500330.29,1,1,1,1,1,0,AG2,
31787,엔바이오니아,-3.55,37.56,-8.82,-36.05,218982.81,38539024.3,32152959.16,0,1,1,0,1,2,AG2,
31800,KBG,19.59,0.29,0.04,2593.14,109114.34,47161803.95,155094.85,1,1,1,1,1,0,AG2,
31801,팜스빌,2.73,0.02,0.06,23782.21,115232.54,67761876.33,15329.21,0,1,1,1,1,1,AG2,
31802,포인트모바일,4.11,20.17,3.15,41.94,386791.2,53048271.49,19507936.08,0,1,1,1,1,1,AG2,
31806,그래피,-88.77,33.75,-1.23,-75.89,168092,18387867.86,11738669.98,0,1,1,0,1,2,AG2,
31816,셀바이오휴먼텍,18.09,23.29,1.75,94.86,418915.09,61213814.38,21052433.75,1,1,1,1,1,0,AG2,
31841,비비씨,18.69,6.94,0.87,110.99,1017333.55,80662545.77,6723922.73,1,1,1,1,1,0,AG2,
31940,현대무벡스,0.51,21.5,4.11,35.78,4149661.03,159478507.15,70041503.95,0,1,1,1,1,1,AG2,
31966,피에스케이,31.79,2.41,0.14,634.37,7072347.08,567031454.08,17058774.37,1,1,1,1,1,0,AG2,
32000,한울반도체,-29.72,48.27,-5.53,-101.69,1814745.4,40427911.18,61554778.31,0,1,1,0,1,2,AG2,
32126,프로이천,-5.47,0.79,0.21,1250.92,225327.07,42439059.53,408848.8,0,1,1,1,1,1,AG2,
32137,센서뷰,-133.4,35.49,-1.3,-104.54,917337.99,15876031.15,12880387.26,0,1,1,0,1,2,AG2,
32155,티움바이오,-124.7,46.04,-3.73,-27.12,1650755.45,33724416.36,43810631.27,0,1,1,0,1,2,AG2,
32182,아티스트컴퍼니,-9.45,20.23,10.95,44.48,730429.03,37901439.56,13359046.47,0,1,0,1,1,2,AG2,
32200,HD현대에너지솔루션,20.19,2.93,0.2,499.18,5259682.03,440671237.66,16977871.34,1,1,1,1,1,0,AG2,
32218,LS티라유텍,-13.85,11.99,-8.42,-56.72,315038,57491248.2,11985487.07,0,1,1,0,1,2,AG2,
32231,오로스테크놀로지,-100.15,38.28,-4.52,-21.56,291164.1,58699550.08,44718860.36,0,1,1,0,1,2,AG2,
32251,제이엘케이,-772.65,42.61,-2.47,-50.83,752359.26,38416936.03,30800138.81,0,1,1,0,1,2,AG2,
32278,코퍼스코리아,2.29,40.12,6.87,-0.99,586731.25,26056632.97,25759346.18,0,1,1,0,1,2,AG2,
32328,태성,-2.18,19.52,-124.08,-0.7,114853.48,128109762.56,37767980,0,1,1,0,1,2,AG2,
32335,다원넥스뷰,27.66,11.62,0.75,125.06,41340.2,19667377.47,4105185.02,1,1,1,1,1,0,AG2,
32341,카카오뱅크,21.52,0,,,,6623982000,,1,1,,,,,AG3,재무정보 미제공
32399,박셀바이오,-261.27,2.82,-0.13,-590.06,63683.87,57222657.07,1792171.41,0,1,1,0,1,2,AG2,
32603,SK바이오팜,41.12,3.79,0.18,403.82,14209884.72,932052290.32,49981233.31,1,1,1,1,1,0,AG2,
32726,RF머트리얼즈,20.14,10.77,1.1,107.33,148758.98,93674650.21,14258822.2,1,1,1,1,1,0,AG2,
32813,루닛,-45.52,37.96,-2.27,-50.33,11062667.41,124741951.89,147899068.37,0,1,1,0,1,2,AG2,
32838,솔트웨어,0.95,14.24,3.88,62.22,292001.3,23334044.64,5385804.83,0,1,1,1,1,1,AG2,
32918,HD현대중공업,17.01,2.33,0.22,256.3,1574878156,9713237014,642273277,1,1,1,1,1,0,AG2,
33035,위더스제약,4.69,14.8,2.64,57.99,271410.87,101982785.92,21098905.74,0,1,1,1,1,1,AG2,
33073,스톤브릿지벤처스,78.45,0,,,43503,102067995.92,,1,1,,,1,,AG3,재무정보 미제공
33086,네패스아크,61.13,36.92,1.49,57.62,1041344.78,171278875.01,106499713.61,1,1,1,1,1,0,AG2,
33138,포커스에이아이,-28.12,25.35,-1.97,-47.75,1304956.4,26005513.97,16306936.92,0,1,1,0,1,2,AG2,
33152,밸로프,11.82,27.99,2.87,38.62,229223.42,33963456.71,16066247.11,1,1,1,1,1,0,AG2,
33174,아우토크립트,-67.23,44.46,-3.29,-21.34,719492.28,25921926.16,26734905.9,0,1,1,0,1,2,AG2,
33192,셀레믹스,-136.53,16.8,-1.07,-495.08,4722054.29,17504190.68,3840861,0,1,1,0,1,2,AG2,
33229,누보,6.57,38.45,4.6,15.69,425562.56,36514238.06,36415581.47,1,1,1,1,1,0,AG2,
33237,아이디피,23.3,0.93,0.06,1813.35,18099.33,71420472.94,731788,1,1,1,1,1,0,AG2,
33257,PS일렉트로닉스,4.63,23.27,7.2,56.47,3813410.09,147390633.92,61014260.88,0,1,1,1,1,1,AG2,
33305,이노테나,9.18,3.7,0.53,389.16,15263.52,23042957.77,1167444,1,1,1,1,1,0,AG2,
33343,일승,20.75,21.8,2.19,62.12,1968669.04,94519644.91,29019346.94,1,1,1,1,1,0,AG2,
33362,엔시스,-10.59,13.18,-1.71,-72.79,417917.93,49920527.51,12536810.65,0,1,1,0,1,2,AG2,
33497,프레스티지바이오로직스,-539.94,31.73,-2.97,-22.95,2395304.61,107638208.83,85093135.48,0,1,1,0,1,2,AG2,
33581,프리시젼바이오,13.8,22.47,241.36,-24.61,481507.46,43199537.08,14244197.18,1,1,0,0,1,2,AG2,
33587,윙스풋,-291.39,25.77,-2.18,-8.54,2873744.43,24367877.54,12195612,0,1,1,0,1,2,AG2,
33606,웨이버스,-16.2,1,0.21,381.66,558492.7,41081746.63,579270.16,0,1,1,1,1,1,AG2,
33626,두산퓨얼셀,6.26,50.4,-10.51,-17.86,12009440.65,355771081.99,664171901.73,1,0,1,0,1,2,AG2,
33637,솔루스첨단소재,-1.24,37.46,-214.25,-3.78,17636068.96,970914744.09,935936178.78,0,1,1,0,1,2,AG2,
33657,원텍,29.96,9.21,0.41,173.59,2056458.47,163409651.84,20923025.3,1,1,1,1,1,0,AG2,
33668,탑런토탈솔루션,1.05,41.14,12.47,7.58,6302970.81,211487319.35,256668512.45,0,1,0,0,1,3,AG3,score
33793,젝시믹스,6.76,15.45,1.05,79.14,528706.09,119602313.72,29067007.81,1,1,1,1,1,0,AG2,
33822,뷰노,-60.96,12.14,-1.69,-56.44,82765.84,41120680.52,6642057.35,0,1,1,0,1,2,AG2,
33884,와이바이오로직스,-1189.92,28.99,-1.75,-490.42,880819.84,22416918.08,15627849.78,0,1,1,0,1,2,AG2,
33977,교촌에프앤비,7.36,32.8,2.62,25.63,1241423.7,179929627.27,117188731.09,1,1,1,1,1,0,AG2,
33995,아이비김영,1.43,11.05,0.43,222.69,344710,58336523.06,14319389.35,0,1,1,1,1,1,AG2,
34036,다보링크,-6.64,34.18,-10.36,,5536298.1,12397831.42,14407893.4,0,1,1,,1,,AG3,재무정보 미제공
34044,세림B&G,5.61,17.43,3.74,43.01,66561.25,36390164.46,9335530.02,1,1,1,1,1,0,AG2,
34045,지씨지놈,10.39,4.42,0.94,173.39,43957.23,79086306.2,3896949.53,1,1,1,1,1,0,AG2,
34057,티앤엘,43.19,0.11,0.01,11963.43,2364.44,205751182.2,272520.22,1,1,1,1,1,0,AG2,
34081,시선AI,-49.47,24.33,-1.14,-124.77,234591.67,12536584.22,7354638.32,0,1,1,0,1,2,AG2,
34093,유일에너테크,-104.56,23.41,-8.48,-65.75,2785195.81,45457652.83,33161276.76,0,1,1,0,1,2,AG2,
34287,오아,5.44,32.77,3.18,-9.91,196201.41,45784860.52,25760527.34,1,1,1,0,1,1,AG2,
34482,KCC글라스,4.65,26.39,13.53,8,14660044.96,1357339760.3,640373122.79,0,1,0,0,1,3,AG3,score
34486,이노진,-4.19,0.48,0.7,620.62,857.78,13016314.94,72687.33,0,1,1,1,1,1,AG2,
34700,센코,1.28,5.01,1.17,76.8,54821.59,59339436.77,3670146.43,0,1,1,1,1,1,AG2,
34770,스피어,1.9,67.12,56.15,20.79,24252442.37,102378924.58,343131698.93,0,0,0,1,1,3,AG3,score
34774,피엔케이피부임상연구센타,23.47,1.06,0.18,686.07,161642.11,80677102.62,930099.07,1,1,1,1,1,0,AG2,
34777,핌스,12.86,34.05,8.12,6.28,383318.12,45332529.67,28727498.87,1,1,1,0,1,1,AG2,
34785,디앤디파마텍,-7550.14,6.48,-0.2,-254.59,206877.16,73950583.47,5993477.96,0,1,1,0,1,2,AG2,
34786,알체라,-198.99,14.49,-0.62,-10.04,444195.8,17810852.04,4792117.27,0,1,1,0,1,2,AG2,
34789,엠엑스온,5.11,19.48,,,784695.23,122682850.39,39519368.55,1,1,,,1,,AG3,재무정보 미제공
34803,모비릭스,17.2,3.56,-0.47,-541.53,48746.77,50194590.13,1944213.56,1,1,1,0,1,1,AG2,
34808,큐라티스,-18943.32,15.57,-1.56,-172,1574113.75,50304175.92,9541961.78,0,1,1,0,1,2,AG2,
34815,고바이오랩,-10.25,18.32,-2.74,-8.32,112327.53,46985432.9,16630965.19,0,1,1,0,1,2,AG2,
34821,넥스틴,-46.26,29.34,-8.77,-14.41,199554.09,144485554.31,71435286.5,0,1,1,0,1,2,AG2,
34834,뉴로메카,-118.67,43.33,-2.94,-86.76,23227679.99,41139246.1,35856511.4,0,1,1,0,1,2,AG2,
34835,위드텍,-22.25,7.96,2.47,84.68,881584.83,126947086.02,12514722.59,0,1,1,1,1,1,AG2,
34837,엔켐,-19.53,24.52,-4,-40.89,19456042.7,493076955.83,275579910.38,0,1,1,0,1,2,AG2,
35132,넥사다이내믹스,-223.94,34.22,-2.59,-64.76,630156.38,19909367.24,20185505.7,0,1,1,0,1,2,AG2,
35133,이삭엔지니어링,-16.21,29.42,-3.35,-42.17,332519.87,31606033.29,21521539.13,0,1,1,0,1,2,AG2,
35187,차이커뮤니케이션,1.06,45.57,11.3,7.37,702357.47,57812104.63,75775519.56,0,1,0,0,1,3,AG3,score
35209,스톰테크,18.89,21.48,1.86,54.43,150796.14,86490441.87,29129803,1,1,1,1,1,0,AG2,
35248,씨앤씨인터내셔널,8.03,8.25,1.2,52.89,2336664.41,360344112.55,35564212.98,1,1,1,1,1,0,AG2,
35270,씨앤투스,4.93,1.57,-1.6,-182.33,162716.38,150244977.96,2563459,0,1,1,0,1,2,AG2,
35277,셀레스트라,-948.57,20.84,-0.82,-29.6,79276.05,-6665884.78,3787889,0,1,1,0,1,2,AG2,
35282,하이브,-22.85,16.61,-45,-30.79,29178131,3607832579,984132486,0,1,1,0,1,2,AG2,
35291,오비고,-8.93,15.86,-2.96,-45.4,71034.17,34567742.43,7663314.42,0,1,1,0,1,2,AG2,
35294,인바이오,22.13,25.82,7.54,12.67,197398.16,44563719.36,19146230.34,1,1,1,1,1,0,AG2,
35319,휴럼,2.07,33.94,8.21,11.2,590473.18,42768016.46,33679725.67,0,1,1,1,1,1,AG2,
35320,대덕전자,21.55,0.8,0.05,726.05,6635641.19,918650529.38,9597645.83,1,1,1,1,1,0,AG2,
35359,오토앤,-8.74,36.6,10.92,-18.63,374831.29,17188042.19,18902431.12,0,1,0,0,1,3,AG3,score
35381,이지바이오,11.74,45.23,2.85,27.28,2262565.69,120295488.5,163678517.63,1,1,1,1,1,0,AG2,
35420,엔젠바이오,-10.1,45.58,-5.4,-29.8,3492770.21,22120756.56,32680530.96,0,1,1,0,1,2,AG2,
35432,알멕,11.65,45.83,9.28,4.73,3186347.34,164392253.15,162355687.97,1,1,1,0,1,1,AG2,
35515,코스텍시스,25.39,43.04,9.4,8.52,362429.42,28597697.48,24165747.49,1,1,1,0,1,1,AG2,
35539,크라우드웍스,-64.04,35.85,-1.32,-149.28,917851,21706576.94,15053098.59,0,1,1,0,1,2,AG2,
35569,에이텀,-0.91,50.83,-35.19,-17.26,2550098.43,10999007.94,37912167.11,0,0,1,0,1,3,AG3,score
35668,엑스게이트,6.08,16.25,1.71,61.36,97042.45,48761078.69,10609897,1,1,1,1,1,0,AG2,
35686,티엘비,17.14,35.19,2.13,46.81,733347,133376177.38,92545093.54,1,1,1,1,1,0,AG2,
35689,싸이버원,1.44,0.28,0.07,146.71,136304.45,47209011.76,147230,0,1,1,1,1,1,AG2,
35723,에이치피오,8.89,6.84,0.75,118.07,656986.07,192819473.07,18231066.31,1,1,1,1,1,0,AG2,
35755,석경에이티,38.76,10.89,1.26,87.19,50856.33,45601862,6126515,1,1,1,1,1,0,AG2,
35758,아모센스,7.84,42.46,5.28,12.32,1139389.35,47085004.8,57703072.68,1,1,1,1,1,0,AG2,
35778,솔브레인,23.01,4.14,0.3,474.45,12422580.02,1152453002.64,61728018.27,1,1,1,1,1,0,AG2,
35788,SKAI,-44.79,30.07,-5.82,-142.96,3747343.1,19475175.25,12484256.77,0,1,1,0,1,2,AG2,
35857,지아이이노베이션,-118.63,1.86,-0.06,-441.02,1112820.96,107797862.3,2157344,0,1,1,0,1,2,AG2,
35909,씨엔알리서치,-4.58,16.75,8.5,14.41,117115.69,45860888.79,15158117.97,0,1,1,1,1,1,AG2,
36007,탑머티리얼,-21.47,31.48,-1.85,-59.17,1406413.99,108907917.05,59946162.73,0,1,1,0,1,2,AG2,
36035,코셈,-37.06,12.49,-1.56,-44.05,27702.67,16462845.97,2689663.94,0,1,1,0,1,2,AG2,
36139,제노코,-5.73,5.46,-22.48,2.77,232330.25,64867197.49,4882954.52,0,1,1,0,1,2,AG2,
36157,알비더블유,8.76,24.11,8.56,4.74,630858.4,66032219.29,44629462,1,1,1,0,1,1,AG2,
36161,SK아이이테크놀로지,-109.4,38.9,-15.25,-7.68,48745527,2571397282,1683381496,0,1,1,0,1,2,AG2,
36167,삼영에스앤씨,3.92,4.59,-1.33,-15.29,16795.71,19221533.22,996055.75,0,1,1,0,1,2,AG2,
36232,청담글로벌,5.28,29.5,10.14,16.76,1170660.01,134070426.8,72566583.03,1,1,0,1,1,1,AG2,
36299,드림인사이트,3.93,16.04,11.83,16.49,64023.88,32786686.59,7684572.13,0,1,0,1,1,2,AG2,
36325,진시스템,-463.24,25.42,-0.47,-331.02,38440.32,9403832.53,3979587.47,0,1,1,0,1,2,AG2,
36326,모비데이즈,2.02,11.9,2.99,23.9,349426.37,47662801.04,15071672.89,0,1,1,1,1,1,AG2,
36328,티와이홀딩스,0.23,17.79,-13.03,-27.99,9446977.6,864680430.15,284862962,0,1,1,0,1,2,AG2,
36495,에이아이코리아,4.61,34.34,13.6,,558561.42,59189058,36292666.75,0,1,0,,1,,AG3,재무정보 미제공
36527,큐라클,-272.39,21.56,-0.78,-102.06,236658,41620571.89,11903187.97,0,1,1,0,1,2,AG2,
36533,에스와이스틸텍,-1.28,13.61,-24.68,-1.27,145411.04,94661929.51,17006646.4,0,1,1,0,1,2,AG2,
36534,성일하이텍,16.92,63.97,2978.5,-10.2,37900569.09,132676035.91,470527424.77,1,0,0,0,1,3,AG3,score
36559,하이딥,-11323.26,93.2,-1.15,-209.07,366726.5,-749154.44,12371081.66,0,0,1,0,1,3,AG3,score
36590,브이씨,0.91,39.09,21.59,0.15,461037.42,36276721.88,33608964.69,0,1,0,0,1,3,AG3,score
36603,공구우먼,14.16,1.56,0.18,841.56,21650.57,85320553.12,1450619.62,1,1,1,1,1,0,AG2,
36700,플래티어,-5.13,7.35,-0.86,,60369.5,31318586.77,3353035.69,0,1,1,,1,,AG3,재무정보 미제공
36860,아이씨에이치,22.28,49.1,-17.15,-23.38,1143832.5,34186594.87,48520226.46,1,1,1,0,1,1,AG2,
36877,파이버프로,36.57,19.24,0.91,154.52,140951.93,47805940,13915938.34,1,1,1,1,1,0,AG2,
36897,오에스피,15.11,24.65,7.52,-3.93,396003.03,43456134.94,16113424.21,1,1,1,0,1,1,AG2,
36937,블리츠웨이엔터테인먼트,-17.07,19.66,-1.39,-95.3,165220.58,16852750.61,7802357.54,0,1,1,0,1,2,AG2,
37009,퓨런티어,-35.21,1.56,-0.13,-594.49,13608.75,40032334.91,708370.93,0,1,1,0,1,2,AG2,
37195,풍원정밀,-4.9,62.78,-5.41,-26.48,954414.72,8650441.07,49087197.13,0,0,1,0,1,3,AG3,score
37217,윤성에프앤씨,-0.53,8.86,-0.86,-41.28,1263326.35,177861944.44,23344091,0,1,1,0,1,2,AG2,
37232,큐로셀,,47.83,-1.52,-75.48,1266240.87,24530804.07,48188423.97,,1,1,0,1,,AG3,재무정보 미제공
37280,아이티아이즈,-13.14,24.86,-1.37,-106.74,1020939.86,12183794.53,7865631.6,0,1,1,0,1,2,AG2,
37291,한컴라이프케어,-44.99,0.19,0.11,-585.78,505873.08,125479856.56,394288.6,0,1,1,0,1,2,AG2,
37311,엑셀세라퓨틱스,-245.57,35.54,-0.56,-177.63,82650.21,6541847.04,5302646.33,0,1,1,0,1,2,AG2,
37316,데이원컴퍼니,11.67,24.81,1.3,110.09,286957.82,46174380.12,24147368.39,1,1,1,1,1,0,AG2,
37317,엠아이큐브솔루션,-18.88,11.34,2.47,87.91,53801.56,22040934.58,3441909.07,0,1,1,1,1,1,AG2,
37320,엑스플러스,-19.85,46.85,-6.59,-14.37,2404905.01,20141290.13,30170375.5,0,1,1,0,1,2,AG2,
37322,LG에너지솔루션,13.53,38.37,7.86,12.24,894227000,29916304000,27548329000,1,1,1,1,1,0,AG2,
37550,DL이앤씨,10,10.76,2.01,50.94,23649361.52,5347771557.95,1079056033.22,1,1,1,1,1,0,AG2,
37618,피코그램,0.48,23.58,24.8,32.8,422806.95,38902079.93,13802530.66,0,1,0,1,1,2,AG2,
37627,HEM파마,-63.23,36.79,-1.35,-156.34,431760.44,1733119.1,19432498.78,0,1,1,0,1,2,AG2,
37629,씨유테크,6.06,3.94,0.54,128.52,130280.06,119862047.28,5821936.38,1,1,1,1,1,0,AG2,
37630,디어유,43.06,1.76,0.12,681.14,41014.51,212273892.84,4431239.66,1,1,1,1,1,0,AG2,
37690,로킷헬스케어,-27.05,41.48,-55.06,-7.03,185214.2,11286575.16,48504487.17,0,1,1,0,1,2,AG2,
37693,노을,-1290.65,11.14,-0.19,-233.68,52753.02,21094421.19,3365391.78,0,1,1,0,1,2,AG2,
37698,원티드랩,-2.76,20.91,3.42,39.63,705907.94,37038674.5,12567670.41,0,1,1,1,1,1,AG2,
37703,비트맥스,-15.21,101.64,-11.08,-206.08,1476860.97,-4845258.18,81739507.18,0,0,1,0,1,3,AG3,score
37722,프롬바이오,-14.69,57.27,-1.98,-65.57,436618.65,22435860.71,34766516.41,0,0,1,0,1,3,AG3,score
37730,카카오페이,15.04,2.74,1.28,95.7,1523465.26,1987927579.55,164572795.77,1,1,1,1,1,0,AG2,
37733,이지트로닉스,-219.71,25.92,-0.75,-154.66,103132.86,38271910.51,16159275.95,0,1,1,0,1,2,AG2,
37745,리파인,39.07,0.07,0.01,7075.18,1370.69,224183478.65,155649.78,1,1,1,1,1,0,AG2,
37746,큐에이드,-5.56,52.77,-229.48,16.49,1271930.5,55202075.72,80092496.93,0,0,1,1,1,2,AG2,
37748,마음AI,-87.63,41.74,-5.13,-15.45,329973.46,23873305.48,21955935,0,1,1,0,1,2,AG2,
37774,바이오노트,27.09,0.21,0.12,-1127.92,40206.72,1540262195.86,3334603.3,1,1,1,0,1,1,AG2,
37834,필에너지,-159.28,18.22,-2.35,-33.7,545400.56,123422886.02,36744033.71,0,1,1,0,1,2,AG2,
37880,샤페론,-5136.92,0.96,-0.02,-6619.62,8603.29,21201523.54,236709,0,1,1,0,1,2,AG2,
37885,화승알앤에이,7.34,28.07,3.11,28.98,3164316.12,176371518.21,142860625.22,1,1,1,1,1,0,AG2,
38054,옵티코어,-3.45,34.3,-4.98,-149.23,2790862.77,20644471.01,22350243.87,0,1,1,0,1,2,AG2,
38055,뉴로핏,-1147.74,2.39,-0.36,-136.47,78978.56,18994558.71,524395.35,0,1,1,0,1,2,AG2,
38162,제닉스로보틱스,-67.71,22.73,,,425599.63,46198054.55,16691056.63,0,1,,,1,,AG3,재무정보 미제공
38197,케이카,4.57,42.67,2.03,40.49,2776679.55,220865608,236615551.09,0,1,1,1,1,1,AG2,
38215,온코크로스,-1327,24.25,-1.05,-189.06,363510.41,11701512.69,8398306.99,0,1,1,0,1,2,AG2,
38248,지아이텍,12.29,18.69,4.14,28.52,196981.88,99089328.49,25295160.18,1,1,1,1,1,0,AG2,
38280,지앤비에스 에코,22.33,8.1,0.71,130.32,1410059.83,124091786.67,12521190.97,1,1,1,1,1,0,AG2,
38284,원준,-697.16,14.45,21.71,-77.48,250339.09,105311580.92,25483317.53,0,1,0,0,1,3,AG3,score
38290,범한퓨얼셀,-28.87,36.6,184.42,1.84,1608561.28,161036203.59,128471613.23,0,1,0,0,1,3,AG3,score
38322,F&F,31.58,13.75,0.66,181.08,8662441.51,1981063533.39,389340874.32,1,1,1,1,1,0,AG2,
38331,에코프로에이치엔,20.11,24.19,5.58,19.08,701273.2,305108326.88,109010015.48,1,1,1,1,1,0,AG2,
38380,LX홀딩스,81.76,12.36,2.8,70.45,2311000,2045745000,300333000,1,1,1,1,1,0,AG2,
38393,디티앤씨알오,-18.77,41.48,56.6,-16.08,10126517.65,11312357.53,38978942.98,0,1,0,0,0,4,AG3,score
38447,코어라인소프트,-221.83,42.54,-1.81,-74.32,764952.1,16609889.44,21799662.31,0,1,1,0,1,2,AG2,
38757,파인메딕스,-23.5,13.63,-2.2,-26.31,49386,18311176,3337419.95,0,1,1,0,1,2,AG2,
38805,지투파워,13.07,1.51,0.1,663.76,88307.01,42152286.78,1256463.03,1,1,1,1,1,0,AG2,
38821,씨엠티엑스,30.62,14.65,0.66,,1286505.78,200848227.24,42867201.57,1,1,1,,1,,AG3,재무정보 미제공
38861,지에프씨생명과학,18.82,23.47,3.76,31.01,155719.67,24619158.15,8411714.41,1,1,1,1,1,0,AG2,
38872,유일로보틱스,-77.35,1.04,-0.25,-471.3,4259302.55,93466652.78,1134020.5,0,1,1,0,1,2,AG2,
38879,라이콤,-29.53,8.51,10.2,-8.38,41242.31,20873521.19,2409328.56,0,1,0,0,1,3,AG3,score
38887,파로스아이바이오,,30.3,-0.86,-213,422734.32,11868958.69,8471984,,1,1,0,1,,AG3,재무정보 미제공
38902,자람테크놀로지,-23.47,26.87,-3.62,-16.5,877554.73,46585461.77,22594995,0,1,1,0,1,2,AG2,
38903,지니너스,-52.38,16.25,-1.14,-157.75,228017.28,27392577.65,9336471.82,0,1,1,0,1,2,AG2,
38914,포바이포,-16.04,29.13,-14.29,-23.25,482645.5,37432891.81,22022674.51,0,1,1,0,1,2,AG2,
38926,대명에너지,65.77,37.94,3.94,11.78,3062923.22,169454310.52,151697996.4,1,1,1,1,1,0,AG2,
38947,인벤티지랩,-1698.74,16.07,-1.5,4.24,7167123.12,115038687.6,34504316.73,0,1,1,0,1,2,AG2,
38950,에스비비테크,-80.32,17.56,-1.14,-138.12,7271952.42,23317158.05,5491472.18,0,1,1,0,1,2,AG2,
38965,넥스트바이오메디컬,-25.62,12.41,-10.43,5.43,101340.03,48935946.91,7425309.3,0,1,1,0,1,2,AG2,
38968,유디엠텍,-55.63,14.7,-0.74,-100.96,48662.67,9983787.15,2100707.66,0,1,1,0,1,2,AG2,
39171,코닉오토메이션,5.35,22.2,140.71,-8.51,245972.22,24576976.87,9900288.03,1,1,0,0,1,2,AG2,
39321,토마토시스템,5.64,40.33,-52.89,0.23,217560.15,25917508.96,23000996.13,1,1,1,0,1,1,AG2,
39389,더블유씨피,-11.24,47.12,-16.5,-13.79,47124816.29,888063522.86,929968035.54,0,1,1,0,1,2,AG2,
39397,대진첨단소재,-18.63,41.42,-3.13,-70.78,1334684.86,62123500.99,64250389.64,0,1,1,0,1,2,AG2,
39428,오픈엣지테크놀로지,-256.7,42.01,-0.73,-140.39,568719.44,9662349.8,16679285.85,0,1,1,0,1,2,AG2,
39442,리센스메디컬,-216.05,20.01,,,89972.47,21056080.32,6180824.21,0,1,,,1,,AG3,재무정보 미제공
39480,쓰리빌리언,-49.4,11.08,-0.85,-202.94,70380.38,22469105.5,3135431.99,0,1,1,0,1,2,AG2,
39627,넥스트칩,-9.65,23.71,-1.51,-49.62,1726270.23,14435358.39,8266617.59,0,1,1,0,1,2,AG2,
39630,세아메카닉스,8.72,34.92,9.9,18.16,700935.59,76453864.34,55667553.37,1,1,1,1,1,0,AG2,
39647,워트,23.42,0.09,0.02,11888.01,746.12,67104739.29,59892.92,1,1,1,1,1,0,AG2,
39703,에이프릴바이오,-280.04,0.45,-0.05,-516.04,9042.93,97895075.99,440091.96,0,1,1,0,1,2,AG2,
39781,애드포러스,10.3,4.46,0.79,-107.55,17261.74,37273547.09,2122079,1,1,1,0,1,1,AG2,
39812,에스지헬스케어,3.28,19.79,3.03,27.9,653242.62,25898056.51,7754012.64,0,1,1,1,1,1,AG2,
39972,가온칩스,-9.9,16.96,-4.15,-15.67,1271745.52,53707357.72,27432990.88,0,1,1,0,1,2,AG2,
40203,코난테크놀로지,-77.24,6.51,-0.44,-187.59,31789.46,24829071.15,2501922.63,0,1,1,0,1,2,AG2,
40234,SK스퀘어,96.11,0.3,0.01,13903.88,13090000,36262893000,118078000,1,1,1,1,1,0,AG2,
40249,그린리소스,15.61,36.74,5.32,34.41,2082707.67,78572525.02,56694945.87,1,1,1,1,1,0,AG2,
40349,우듬지팜,-8,48.61,46.53,-8.65,319584.77,35414580.71,39481775.03,0,1,0,0,1,3,AG3,score
